paper_id,pagerank
73822,4.2823637930682495e-05
90686,4.279513208801149e-05
87060,4.2738664554615964e-05
27301,4.2656704639862585e-05
50249,4.2631605713702054e-05
44972,4.262567950957931e-05
82235,4.2582524154882685e-05
84970,4.2536452760645735e-05
50309,4.248326205617069e-05
94199,4.24363972571257e-05
100847,4.242074668102901e-05
98138,4.241655056817332e-05
101734,4.241512928029865e-05
75324,4.2391544353659535e-05
45208,4.239114126411694e-05
3862,4.237413222471885e-05
39214,4.236434814296488e-05
134898,4.2352916486143186e-05
82894,4.227806016917158e-05
76200,4.2270800383455754e-05
87699,4.2238372221959944e-05
18884,4.2225674575952026e-05
78885,4.222232603614826e-05
34700,4.22074628918085e-05
102320,4.220539721786354e-05
27400,4.2190470316704345e-05
73762,4.2178166317928256e-05
117805,4.217464890220532e-05
16280,4.2152118216624375e-05
92519,4.2088089613543305e-05
89220,4.207657244830668e-05
58070,4.2071710509156085e-05
108510,4.206211189572884e-05
33839,4.205675522515722e-05
77907,4.1961216094176373e-05
70275,4.1935187340562426e-05
48432,4.193503505931933e-05
26378,4.188172616668065e-05
45628,4.187128501469124e-05
83082,4.185461806219844e-05
74593,4.1818727088904924e-05
91424,4.181808763236886e-05
111965,4.181305675169428e-05
110360,4.177405917051902e-05
98136,4.1772548223367465e-05
135189,4.176429583416654e-05
107933,4.17078303407461e-05
80770,4.169412954310245e-05
34079,4.1694076010183314e-05
79704,4.1693382294241946e-05
120111,4.168230347635083e-05
20035,4.167185595029451e-05
122340,4.158050990067462e-05
61055,4.15686531960562e-05
120246,4.154109632737221e-05
71867,4.153699568342169e-05
106095,4.153428473757214e-05
86334,4.1525810846039224e-05
98066,4.1518237494327194e-05
35386,4.1492844425898477e-05
17399,4.148985075006397e-05
83853,4.1485765114220224e-05
105751,4.1483417422624416e-05
127002,4.143835208394667e-05
96579,4.1381434610838396e-05
82653,4.133026745010068e-05
111513,4.132099071849401e-05
86778,4.131295558524599e-05
110855,4.128332928315857e-05
100064,4.12586283839083e-05
39408,4.1253665467069565e-05
27433,4.123259500141454e-05
86526,4.1204053503563444e-05
77452,4.118992563359073e-05
34176,4.116180910129342e-05
86346,4.114824883402496e-05
123838,4.112452610147746e-05
99679,4.109564158557142e-05
61769,4.1086701763220525e-05
124273,4.105821013686338e-05
28952,4.105408559847666e-05
86564,4.1049708659240636e-05
103848,4.104095949732696e-05
77086,4.1034203054493264e-05
99101,4.1027053308511975e-05
20286,4.101568518884464e-05
18004,4.101133988370872e-05
91232,4.095726087784749e-05
44020,4.094392017760652e-05
86682,4.093194945422833e-05
93941,4.091004423711939e-05
32726,4.0897150034664934e-05
87588,4.084264891568309e-05
36561,4.078561031887403e-05
81275,4.074992117453364e-05
28931,4.074759184727611e-05
72222,4.0717907381532206e-05
88545,4.069988821934839e-05
27088,4.067014886225928e-05
53971,4.066168461963502e-05
27420,4.0650093644098354e-05
53517,4.0636810070230874e-05
27406,4.062656785301243e-05
135317,4.0603179860893876e-05
74180,4.059337221060449e-05
122734,4.0591656014898265e-05
136153,4.058234125605568e-05
54233,4.056436711053063e-05
83388,4.05545325757988e-05
68205,4.055224800202089e-05
34809,4.052104086959416e-05
84887,4.047911781928917e-05
107318,4.047085612717516e-05
27165,4.04667987527862e-05
72493,4.0465960663148185e-05
50810,4.043360244123877e-05
125621,4.039219316667178e-05
73130,4.0380560117340404e-05
126423,4.036268993178086e-05
103394,4.034058160362431e-05
111984,4.0332691859662774e-05
67259,4.0320076312540936e-05
86638,4.0306807883637324e-05
101137,4.030266833328961e-05
79529,4.0289533453367187e-05
128354,4.025203404172026e-05
84109,4.019083832874738e-05
87896,4.016376532283223e-05
33614,4.015917738165155e-05
19739,4.012221226447697e-05
87238,4.011642223709383e-05
59844,4.011199775631366e-05
78584,4.010050645294241e-05
24782,4.008990894545283e-05
54377,4.0061144897508354e-05
75626,4.0024892608315835e-05
70849,3.9995719026058846e-05
16146,3.999559959811177e-05
136303,3.997734446768135e-05
86371,3.99531728568557e-05
74062,3.9951120689235736e-05
59467,3.9944534435079595e-05
56113,3.993881011727905e-05
114778,3.993656736290587e-05
113136,3.990548426009779e-05
67760,3.9866239148670696e-05
78270,3.982053608698765e-05
18459,3.981353407046774e-05
111202,3.9794924783702936e-05
26739,3.9771598724800054e-05
135882,3.977021423245236e-05
35838,3.977003319537934e-05
34495,3.9768821602531725e-05
108410,3.9757606027235995e-05
108306,3.974916902203442e-05
81116,3.9740662948089494e-05
74446,3.9714945022171045e-05
28225,3.969474576235732e-05
138098,3.964185409092072e-05
47367,3.963257495693273e-05
115378,3.962005388019949e-05
69200,3.961048026322084e-05
88087,3.9599130392183994e-05
65365,3.957184905437745e-05
79117,3.950092671771961e-05
75334,3.9491770016164795e-05
6495,3.948949131173658e-05
113878,3.9452300770758466e-05
71851,3.944273998375733e-05
56241,3.944131888147009e-05
104235,3.943680287624944e-05
27266,3.940639080797504e-05
71552,3.937279022626788e-05
107572,3.934531564223579e-05
39062,3.932147802977902e-05
87962,3.9310319264610776e-05
30829,3.930856978835968e-05
19330,3.9288900487913376e-05
97790,3.928473432396606e-05
41622,3.9254266942525356e-05
84058,3.923745543405663e-05
101180,3.9224015961587794e-05
23871,3.9215544331409316e-05
61071,3.9212707787301814e-05
22852,3.918786143027095e-05
35392,3.9176037957897736e-05
34668,3.916626038201745e-05
111422,3.916432428921299e-05
84098,3.9144332062414956e-05
93046,3.913453769668464e-05
43496,3.9132819212308806e-05
96730,3.9104871970674326e-05
57818,3.9081501146711546e-05
119618,3.9078370407737984e-05
67841,3.906637090555748e-05
69026,3.905814050993585e-05
115738,3.903467652352772e-05
67271,3.898196408683763e-05
50994,3.8974037479049354e-05
67745,3.896849585624253e-05
36106,3.895609344159092e-05
105570,3.892975446423131e-05
70402,3.8928104628806e-05
41579,3.889196879893863e-05
17400,3.8888335014520754e-05
19603,3.887210683445663e-05
118013,3.885487881074798e-05
101636,3.884063556476023e-05
32482,3.8809684247319165e-05
27489,3.879849763143129e-05
107486,3.8771041101366585e-05
31828,3.875852163059605e-05
50554,3.871930629826812e-05
63968,3.8697372484898156e-05
102664,3.8691510211283276e-05
26728,3.8680694589969806e-05
110161,3.8672835915405544e-05
25827,3.865256233520643e-05
60084,3.865109385563963e-05
39977,3.862509065646518e-05
17796,3.8600089996231275e-05
136815,3.8595175710654054e-05
23872,3.856102963664638e-05
119820,3.8544972807431414e-05
8614,3.85210213302701e-05
115146,3.851785759200191e-05
42057,3.849475407183664e-05
93720,3.847824247373794e-05
97659,3.844752977397118e-05
28832,3.842003568689006e-05
62747,3.8416450649961175e-05
26013,3.8397023200670916e-05
92961,3.8374191088847134e-05
39094,3.836110192472884e-05
70075,3.835439361064703e-05
32476,3.8340683240246087e-05
23863,3.834057366169328e-05
68377,3.833758566957024e-05
67856,3.8331018267662505e-05
58030,3.832435034369283e-05
34172,3.8323762213920336e-05
73951,3.831602898921653e-05
104556,3.830936082918715e-05
43347,3.830766666133185e-05
90896,3.830322728254199e-05
80639,3.8274246474670805e-05
82470,3.82659417467224e-05
20704,3.8242797161893506e-05
134368,3.822379432499291e-05
28286,3.821815456769836e-05
86558,3.820265660237731e-05
78044,3.819329053728527e-05
105558,3.818791420774769e-05
97525,3.816088710242888e-05
61756,3.8125591862959804e-05
8526,3.808384317456891e-05
31380,3.807319636085477e-05
46260,3.8065123659180805e-05
124886,3.8062774698171426e-05
68075,3.805948540551753e-05
71739,3.803068189058032e-05
40988,3.80276010702647e-05
99448,3.800532315399693e-05
16499,3.799943962255028e-05
52411,3.7992240071219155e-05
80148,3.798536424242623e-05
108502,3.798077613957929e-05
123147,3.7945208389564194e-05
40118,3.7915337254129455e-05
57264,3.7912647972533274e-05
101385,3.791064954064856e-05
96299,3.790415437141896e-05
92108,3.789225620197048e-05
108582,3.788677484156559e-05
70333,3.786633668289288e-05
125327,3.7825496279116426e-05
79109,3.782532363510165e-05
107883,3.781454992922057e-05
106115,3.7798876823644236e-05
111820,3.779563198678917e-05
100209,3.779448900075675e-05
108336,3.7791060437916185e-05
136041,3.7739509158716666e-05
61126,3.773112319885238e-05
114537,3.7730551548321297e-05
88022,3.771771184666813e-05
123277,3.766331943218285e-05
135873,3.7662698077087326e-05
125521,3.765797650799082e-05
128310,3.763779657231995e-05
83116,3.761971191993013e-05
89837,3.760068894168271e-05
96338,3.7534741867716235e-05
121785,3.752552566301458e-05
75846,3.752392389201507e-05
118815,3.7518823579716885e-05
45875,3.750971560882885e-05
52500,3.750688494382503e-05
126058,3.7495965311202215e-05
80927,3.749178214678456e-05
108507,3.749103828464458e-05
103185,3.747723158131753e-05
17906,3.7460403287138646e-05
99729,3.739869684248125e-05
62975,3.737385638120727e-05
109926,3.736897750900737e-05
120658,3.736810379296332e-05
49948,3.734782676777942e-05
12096,3.734010096536485e-05
39690,3.733188249222137e-05
40094,3.7322140449502986e-05
97562,3.7299589704179934e-05
26202,3.7251791392742476e-05
112035,3.722756268680184e-05
52805,3.7210323837979305e-05
62215,3.7209439096228164e-05
48885,3.7206124653965775e-05
87099,3.718783652876296e-05
91814,3.7165864551706424e-05
52511,3.716391089364657e-05
90893,3.715780363256079e-05
21087,3.714622942946872e-05
18398,3.71460910914283e-05
70700,3.714278873323404e-05
69622,3.713595981020886e-05
128611,3.711109186192288e-05
55944,3.7079731248225636e-05
136144,3.707719718497897e-05
26047,3.7056994584248766e-05
113359,3.704502161506292e-05
93208,3.702582161043639e-05
124465,3.69803422008985e-05
94974,3.6972612223471305e-05
88457,3.695112476691393e-05
107437,3.694745098687158e-05
56088,3.6943018777225395e-05
89428,3.693990031437174e-05
89591,3.693534287039728e-05
86342,3.68984713023084e-05
106842,3.688587537864091e-05
17271,3.687266266360734e-05
70685,3.683989488958184e-05
56898,3.6773855250698775e-05
65207,3.6772136372785026e-05
100188,3.675968954816919e-05
106129,3.6742183324830415e-05
26952,3.673916429929844e-05
84528,3.673533337637323e-05
105803,3.673247483669473e-05
55970,3.671670319258717e-05
110532,3.671263358045398e-05
117566,3.666392705903578e-05
83352,3.665589820454576e-05
95790,3.665446181652082e-05
77205,3.664668074183903e-05
12894,3.6627741483104266e-05
61035,3.6626627208030085e-05
52319,3.661350152519549e-05
107135,3.6584278467281156e-05
123660,3.6575312774081694e-05
35785,3.655877262431278e-05
134321,3.6553076724573676e-05
79195,3.655004390160298e-05
66466,3.6520735518748496e-05
81047,3.650394077209002e-05
92069,3.649722428286934e-05
48898,3.6495182333286756e-05
108095,3.6484650118675736e-05
29088,3.64651230577478e-05
58144,3.643565561902789e-05
120759,3.6430875726080277e-05
64437,3.642347779911863e-05
137793,3.6402762791608165e-05
93082,3.634849652381381e-05
105290,3.6334407353361e-05
60701,3.633171700126265e-05
103903,3.630725479436334e-05
126979,3.629142980425211e-05
105625,3.6269685854861356e-05
32087,3.621287190732038e-05
113723,3.619898393708155e-05
17998,3.6195649262686916e-05
27781,3.6193625813005554e-05
107205,3.6180414380015675e-05
69450,3.614480145164162e-05
69069,3.614323820012787e-05
96749,3.609295201258531e-05
108990,3.608880923693621e-05
37795,3.607148202613341e-05
112821,3.604006419634438e-05
14272,3.603701329278618e-05
11283,3.603670203043231e-05
58938,3.6029361620758725e-05
59903,3.601747041698928e-05
83448,3.601689097686248e-05
48992,3.600771873544251e-05
98077,3.5977652582100376e-05
116091,3.597437659662645e-05
57921,3.59546473242775e-05
59883,3.594257952678113e-05
48858,3.5935960196940514e-05
108916,3.5929247687804424e-05
91430,3.592492729575664e-05
90554,3.590670788575918e-05
35144,3.587990102842588e-05
89669,3.586939449342048e-05
22931,3.5823309136975085e-05
63772,3.581770107185157e-05
59805,3.58110238938121e-05
32274,3.581100152019585e-05
13474,3.580558250701469e-05
70729,3.57984693423479e-05
93067,3.579721437824777e-05
63721,3.579002175977214e-05
53567,3.577834808535763e-05
42248,3.5774905292545036e-05
105041,3.575833993034139e-05
34186,3.575681123480328e-05
33964,3.575574488146176e-05
30186,3.572768366309037e-05
59157,3.572666716168771e-05
26706,3.57216041075788e-05
40947,3.5717757965530344e-05
47368,3.571539330980442e-05
5494,3.569765559993975e-05
99369,3.568058871396743e-05
40933,3.567637113629392e-05
27341,3.566230951853145e-05
106038,3.566226265137559e-05
118268,3.563451475877335e-05
37669,3.563349278129522e-05
90628,3.562669144031455e-05
114540,3.561599106513229e-05
87961,3.561163541048745e-05
79689,3.5605330824625997e-05
39931,3.557450906622065e-05
75632,3.556990359209118e-05
105084,3.5564110524414816e-05
87621,3.555982442890878e-05
121143,3.554361417891932e-05
71446,3.5534702527136775e-05
124524,3.550807022258442e-05
80254,3.54797231155637e-05
42351,3.547305187212689e-05
37479,3.5462929131882916e-05
26276,3.5461839434982806e-05
52725,3.5452409454899496e-05
129189,3.544263809817744e-05
135356,3.54292013302537e-05
109625,3.54022428430443e-05
60535,3.539053766676103e-05
92551,3.538585922358426e-05
27477,3.537533957200603e-05
133744,3.5371011238583303e-05
43350,3.536251856156324e-05
17882,3.534364780516999e-05
73826,3.534164478971945e-05
66886,3.532594533987034e-05
93421,3.5299111302127354e-05
108479,3.5298583725864716e-05
99710,3.52779721630723e-05
124149,3.5272323370768304e-05
52306,3.527163525517396e-05
24191,3.526316457767492e-05
103680,3.52359301188026e-05
123558,3.5234676257923434e-05
25780,3.522435319381636e-05
110162,3.521304198685412e-05
122692,3.5201125947418866e-05
109759,3.5180020171420766e-05
67095,3.517596764692306e-05
70223,3.51490944166943e-05
54255,3.5125847628697666e-05
17346,3.5102657110584835e-05
54447,3.508521764311793e-05
31871,3.507605946583583e-05
64807,3.507008108084143e-05
17198,3.5068585944930614e-05
103755,3.5048414005431067e-05
81807,3.5033818023428016e-05
131225,3.500701129169155e-05
70769,3.498842242148405e-05
135191,3.497669286131677e-05
17729,3.4969529966901354e-05
118996,3.4957590478955435e-05
44502,3.4948944406058807e-05
65153,3.494885060663772e-05
73245,3.494407344081568e-05
28249,3.493512744836348e-05
85973,3.492672440516243e-05
73429,3.491525215920276e-05
24890,3.4905363355005615e-05
135241,3.490446413633444e-05
106185,3.4895856473680576e-05
18909,3.4891074395824e-05
74078,3.487801542634715e-05
24975,3.486648677257674e-05
88020,3.486098660730044e-05
111964,3.485575494333851e-05
55902,3.483629576962594e-05
59201,3.481733015910866e-05
88918,3.481604966839982e-05
94832,3.481537658721563e-05
59229,3.481520390900583e-05
96217,3.4798369490366066e-05
46150,3.477993265175301e-05
29541,3.4779236282140175e-05
46032,3.4756061269546285e-05
89497,3.4751978665703524e-05
14262,3.472695396879804e-05
26044,3.4724735246229034e-05
83328,3.4714366469114854e-05
106104,3.470609165534438e-05
134318,3.466359652800809e-05
114797,3.465657565741239e-05
98740,3.463823644465548e-05
52353,3.46355569784718e-05
17348,3.460765922739296e-05
101225,3.460306861719182e-05
96968,3.460012968279067e-05
12816,3.4588939696098896e-05
55177,3.454967352735815e-05
97364,3.454098450175434e-05
107163,3.4514989987691835e-05
93364,3.45123342971439e-05
97246,3.450772798142333e-05
96688,3.449755003689974e-05
70205,3.448756419599794e-05
43624,3.448223084532711e-05
54530,3.44714226034224e-05
63790,3.446144919491473e-05
99432,3.4449460036013435e-05
95835,3.4427675906140133e-05
67910,3.4423773603552974e-05
73988,3.442191956101629e-05
39418,3.4402385198007335e-05
24543,3.440134972620319e-05
61730,3.439577843276239e-05
46022,3.439511651232419e-05
80578,3.438750678204935e-05
132166,3.43753224981496e-05
64543,3.437357934813628e-05
91982,3.4367411109989284e-05
92715,3.435460658885409e-05
137924,3.435042218138585e-05
105940,3.433920335746855e-05
107290,3.4312717410924245e-05
77085,3.431114345100627e-05
71891,3.430891681185301e-05
90441,3.4304057363684965e-05
83108,3.429833071759883e-05
79182,3.429084546355439e-05
56141,3.429083544715556e-05
53887,3.4290056106845446e-05
78680,3.427352896052142e-05
50910,3.426358664924744e-05
82438,3.424100732038891e-05
122460,3.4232735107711004e-05
36375,3.423163187855888e-05
77033,3.4191583381972326e-05
112607,3.418191535918198e-05
60585,3.41791535351855e-05
45845,3.41682868466567e-05
41900,3.416201708126261e-05
46011,3.414735302102582e-05
59061,3.414431403034108e-05
112251,3.414343641338996e-05
50049,3.412732914770395e-05
21832,3.4121047144940594e-05
65742,3.411771555023449e-05
135395,3.4108352989937816e-05
135516,3.4108337554692605e-05
116724,3.410802991396394e-05
126573,3.409941575643172e-05
109707,3.40887079423385e-05
81916,3.408484477680121e-05
21729,3.407959955403019e-05
103407,3.407368166659814e-05
40946,3.405879129392967e-05
51894,3.4033452951455996e-05
28622,3.403033980577746e-05
123241,3.402062216461145e-05
92300,3.4016764395371084e-05
41580,3.4003214434498796e-05
109464,3.39996016610998e-05
14479,3.399817021974838e-05
92139,3.399774465375388e-05
125491,3.3991794008058704e-05
70510,3.39903419261092e-05
136172,3.398717965939666e-05
54872,3.3976754097703e-05
65144,3.394269832266543e-05
118457,3.3941389810206824e-05
22576,3.393712087322059e-05
59421,3.393388546882612e-05
102083,3.393365181716361e-05
118017,3.3933317639606365e-05
123086,3.3931800674181217e-05
112889,3.3911869902968636e-05
